original_contract_address,gas_original,gas_reexecute,deploy_time,total_number_re_execution,success_re_execution,re_execution_time,function_count,source_code_length,patch_time,bytecode_size,increased_bytecode_size,re_execution_time_original,re_execution_time_patched,total_gas_original,total_gas_re_execute
0x4dbb5789f26d14fa8a40ee0a1c43cc55b1ad8f24,48196,69308,264,289,289,1123,55,1250,2.384185791,8176,500,0,0,0,0
0x047b957bb18534b4e4add20c101cb5791f12d112,46539,67853,264,72,72,358,49,1263,2.408981323,7729,612,0,0,0,0
0x2C481295E86475B58451E72198972C26519faBbE,46228,51233,264,103,103,409,25,1144,2.45475769,5622,168,0,0,0,0
0x2cba028c19260425c20b906f6997f430e5de81a0,49521,76972,264,67,67,342,41,1230,2.639293671,6331,320,0,0,0,0
0x3eba39186ca052fb884174059b6c21a3ed5cc816,49645,55015,264,141,141,748,62,1605,3.443956375,7318,35,0,0,0,0
0x2a0c049b02ee4261a2e9256d7ba026b2e242b4c4,787895,866684,265,1,1,13,0,20,0.002525091171,7363,36,0,0,0,0
0x0d596e36d86064192ce9a113c9f765b10bd20034,39109,53733,265,3,3,120,2,18,0.03433227539,298,46,0,0,0,0
0x041Cc1C7a818D12b101AdD3B74172BdA7aeD51EB,43635,59459,265,6,6,64,30,579,0.1217718124,4809,37,0,0,0,0
0x2da82d234d7796212ee991513c57fce3dc56a68a,44745,66393,265,19,19,77,29,605,0.1589155197,7369,256,0,0,0,0
0x2bf400004632e4d1834460a79cd38edcf0928d90,46384,56834,265,69,69,270,46,629,0.1694018841,8762,332,0,0,0,0
0x2df488b8A4270bAc5C2cE5FF467A0C5fd2AA49d6,57309,87679,265,987,987,4664,54,698,0.236246109,8992,284,0,0,0,0
0x3d30328028ce22bc91206b745bf43e843794c571,43209,65545,265,11,11,64,50,1255,0.3475370407,6330,249,0,0,0,0
0x2feb86e9710aaef795d8fa88be46488bab80d744,47111,71839,265,22,22,127,65,1609,0.4593083858,11825,482,0,0,0,0
0x2efa8f17259ec1b6cef443c468f4cd72baea745f,47613,67070,265,74,74,365,21,336,0.6408691406,5052,172,0,0,0,0
0x3c9c428b9197a5e28d6577adc441c777903cda8b,79650,98541,265,89,89,370,20,382,0.7286071777,5248,33,0,0,0,0
0x4cf33a77ecc8a29c7628bc3ca161c1fc3710e3ef,42117,69277,265,6,6,35,22,352,0.7553100586,6870,216,0,0,0,0
0x3D512ca830F76d342E81AB637f6B55C4f66F61cB,195188,219838,265,20,20,92,21,409,0.7801055908,6995,264,0,0,0,0
0x3e23099a9211a08f255110efd1ac3f1acb43397e,47068,71734,265,9,9,57,62,1594,0.9406175613,7342,368,0,0,0,0
0x3cf43880b464bdef9d318f3f4b9e693fefa54443,52656,69744,265,30,30,124,30,578,0.964641571,7555,320,0,0,0,0
0x3f6e5b44f5bd290333b305ce1cd2c746eabca2f8,37734,55380,265,2,2,19,31,591,1.127243042,4997,263,0,0,0,0
0x03D987296E2308FA9CDE06F4a750EAD580f28969,46784,61420,265,205,205,767,30,594,1.132965088,7556,288,0,0,0,0
0x2a020c3f78350d27c8f38ca5b5e69263d37aba9f,47995,71308,265,237,237,732,30,582,1.248836517,7540,256,0,0,0,0
0x3fa89922b5e646826c3f6dd4fc3b781d3db1fc97,38172,60053,265,6,6,14,30,591,1.268148422,4792,288,0,0,0,0
0x3C1d3FEEEb289013540Bdb345cD067A2Ed23d64D,39920,69837,265,15,15,71,30,601,1.289606094,4854,320,0,0,0,0
0x4d5a9a01fe8626b175c3dfa84a54049a213d5458,86323,98103,265,10,10,76,58,756,1.441955566,4917,392,0,0,0,0
0x4C711e5cEf4eb385971db820403cf2f421e58D3B,44402,68447,265,9,9,44,24,896,1.495361328,2908,122,0,0,0,0
0x2C2e3d84082CEC520ba8c79C9Ad952A0e4409002,45936,60734,265,24,24,137,28,592,1.693725586,4679,272,0,0,0,0
0x02BdDE9Bbf044463719D8Be5DD648866AaDb1EC0,53272,67133,265,16,16,79,44,943,1.798629761,6573,422,0,0,0,0
0x3F82ee29b45d55Ed093effdd7906bdBb7B6756c1,46286,56286,265,3,3,28,38,898,1.926898956,5665,235,0,0,0,0
0x4f19e9713d65fba8e2d870a0199f7677e5c8a5de,46695,46695,265,2,2,9,17,631,1.955747604,2542,144,0,0,0,0
0x2Cd48C7eB2fC9664F644F2BAE7AFe20DAEb29068,79666,104465,265,651,651,2640,36,1034,1.972198486,5917,224,0,0,0,0
0x4edd702439cAd946dad0D1CcFffE28d980F9c96c,47037,51814,265,38,38,189,70,1069,2.038955688,5928,711,0,0,0,0
0x2aE98f4737B5D1CB2F97bE2420714b798bEB5938,44589,62783,265,41,41,205,57,1260,2.102851868,8230,437,0,0,0,0
0x3F2FA2838c4aFb871E8295BC92D4221669f18993,45187,61096,265,97,97,343,56,1346,2.56729126,6922,312,0,0,0,0
0x0445cffeb53c05993a5caee9a7d55e4c794f0745,47197,64333,265,170,170,714,54,1361,2.920389175,7467,392,0,0,0,0
0x02da3ad430ee4a1ee9e1103f6692d3f67bcb581e,91708,111664,265,986,986,3913,33,1412,3.029823303,8418,221,0,0,0,0
0x0204a6bbb1946c1174f4bb5e5f823b341afef5f6,45074,58203,265,18,18,90,39,1707,3.662824631,9762,221,0,0,0,0
0x3D7EA2B0b2575e4Dd49a4677B6f9A4398FF09259,124797,144194,265,36,36,131,23,346,22.108078,4507,184,0,0,0,0
0x2B07953EA93b21c3B7c2afF0FE24a6A7eA44bcf0,352654,352654,266,9,9,51,18,373,0.08234381676,4671,179,0,0,0,0
0x4d7a7c17db8226982b1771f008f3d9d89e894284,46626,46626,266,2,2,13,30,579,0.08797430992,4804,288,0,0,0,0
0x3c673ff696f61b4c136fDF1D7aA4af4A884cfd55,28624,28624,266,1,1,3,55,51,0.1094341278,7725,462,0,0,0,0
0x2b9A78fdfA2BFDE9fCfB0c9919a073cD4C6375b7,42142,42142,266,14,14,71,30,602,0.1296758652,4950,304,0,0,0,0
0x4D576472a6b120AB769d08621C0b87E43d74378f,47565,61091,266,229,229,1024,27,592,0.1385285854,6983,342,0,0,0,0
0x2Dd562cd06aB6a7EF5E7Cbd13975679719A21176,222816,258719,266,23,23,107,33,68,0.1459121704,9979,264,0,0,0,0
0x040380c3aeeb045f242a9e49f7d6c6fdf0b20215,115155,132562,266,40,40,176,22,395,0.1525962353,4408,248,0,0,0,0
0x2b6056f15132aEcE666877429377e152d9cB2829,40793,46363,266,13,13,77,38,823,0.2644171715,4509,592,0,0,0,0
0x3C50004F5B98eaF3db1595FBCb2cBaA19df88c93,53960,84915,266,39,39,163,38,1207,0.2887964249,8194,512,0,0,0,0
0x2fC13547824e60de83c41cD4dc88B9F99d894b1f,46086,62460,266,39,39,214,17,152,0.2899169922,2868,140,0,0,0,0
0x2eb516731c8bcf297a6440334f6600cadbe36a59,46675,73997,266,22,22,108,22,383,0.3154819012,6866,193,0,0,0,0
0x3ede771e2fa85cdd57ad548e82dba128a6b30143,45324,69812,266,395,395,1731,62,1331,0.3754127026,7524,462,0,0,0,0
0x4ecb931b9732ede33a4ed1232abaa3b7204086a1,64085,97363,266,84,84,350,53,1226,0.4196646214,8018,389,0,0,0,0
0x2b7cfac3fe900745ff0e755529575fa73df05636,46316,69369,266,14,14,87,62,1611,0.423769474,11356,333,0,0,0,0
0x04c903f3572066773b99ed48ff670b7da6fe5311,44244,58084,266,25,25,115,47,628,0.6341240406,10742,432,0,0,0,0
0x2b6fe8e6e532b3cae785b920e45449af5ffab3bd,46166,71199,266,37,37,139,20,385,0.6425380707,4552,248,0,0,0,0
0x0321016ed91c1baa0a68a75b6e4e15d6297ad9b6,49401,61615,266,309,309,1228,22,375,0.7152557373,6642,272,0,0,0,0
0x3e27fA55318bD6560ca0f250eF475A449fDc8A33,200969,240286,266,18,18,68,18,374,0.8025169373,4291,208,0,0,0,0
0x3f457a5b61586c151fb710acebef617d68a4ccde,353377,405782,266,9,9,51,22,407,0.8733272552,7153,302,0,0,0,0
0x3F7afeC03680d7af158556938f12D2FddC30F505,220583,256237,266,16,16,70,23,350,0.9179115295,7273,222,0,0,0,0
0x2d17c177f4d0c8511124ec5cd3d24363d010da5d,42557,66677,266,5,5,20,29,587,1.119613647,4533,342,0,0,0,0
0x4cea3419b9b52c17223a7f1ac7c3b0b455893f05,47102,67076,266,10,10,50,30,594,1.132965088,4792,320,0,0,0,0
0x4d8eb50e7a909497608dbc1c41aa2f822503156a,45461,65546,266,24,24,102,31,592,1.270294189,5123,270,0,0,0,0
0x2b8026d531ff7e668f9d1bcb7c3b5f8b4e2f7ada,39464,67971,266,10,10,52,29,602,1.291751862,7288,280,0,0,0,0
0x4cab5a74cb5a5e38f56da1df6ffbea09d80bca86,58929,81532,266,15,15,74,52,658,1.411914825,9701,356,0,0,0,0
0x4f87e4021834B4bB8c914C2C9003f2bBe7A9918E,33272,59770,266,6,6,37,38,770,1.652240753,7108,257,0,0,0,0
0x3dbbed8bdf28daeae245ebf6d10c9ebbf05ba75e,45219,63878,266,74,74,377,31,594,1.841068268,7244,382,0,0,0,0
0x2DAd2bF149ce03Bd21B21c62F708A927b28a637A,40116,65579,266,5,5,33,34,893,2.554893494,5122,312,0,0,0,0
0x3E6BD9D12C7de6A0338bd8C0b96dF53E80692B70,46549,56353,266,67,67,326,70,1520,2.899169922,8118,382,0,0,0,0
0x2a793be69b549e97522d1db73f6bf0f6dafced00,45790,61319,266,128,128,401,62,1609,3.06892395,7317,368,0,0,0,0
0x2f74420b967c1c2c1c162aa27ddf8efce532328b,83350,108969,267,6,6,42,16,135,0.02553462982,1387,130,0,0,0,0
0x2d10554ed16c73719dc1a8dd9f94cf1c1ae98fd7,45672,77242,267,411,411,1520,42,1092,0.06736373901,4616,242,0,0,0,0
0x02cb4fc53f09B243dEAc89732cdA56A602DBb9B3,47210,52951,267,2,2,5,20,26,0.07438659668,6220,137,0,0,0,0
0x3e9c917fcde5691d76ee7fa587df04d1b3f87640,127010,142022,267,34,34,145,21,318,0.07671928406,6343,144,0,0,0,0
0x2EbB4bAbFbcB9626474b063ef3717E3AE82bA62b,114845,145628,267,7,7,37,29,45,0.08583068848,4992,172,0,0,0,0
0x2BA764eB6E46Bba7F1656025229CC1FC404A9F89,226884,250085,267,15,15,79,19,407,0.09296536446,4400,272,0,0,0,0
0x2dCC2a962B393b780122Ab42d304ad6a3B80c8A3,46985,72662,267,75,75,282,50,657,0.1929109097,7738,602,0,0,0,0
0x4c249fe8bb7a71af9faf205f83d46e5f52f24115,38113,48570,267,2,2,21,50,26,0.2719688416,9247,302,0,0,0,0
0x2F73e7230B2F213CF2939DBAa7a1674ac015757B,219982,252110,267,17,17,95,80,958,0.2782766819,9404,600,0,0,0,0
0x4ddeb4e1bc968105aab1faa68704907e0893384c,39662,56971,267,4,4,27,58,1331,0.3273153305,7636,527,0,0,0,0
0x2B3b486907489bFF6635ad973D0aFc5a4106C55D,38085,47910,267,7,7,39,44,1392,0.3539493084,5201,212,0,0,0,0
0x4d5c4dcb559118efef8b944ee7e8ff23d4c03201,53999,60893,267,9,9,71,53,755,0.4944477081,6476,340,0,0,0,0
0x2e9665f56b38be2cd09fe88187fa41d5dba36790,97317,112439,267,56,56,329,21,313,0.5970001221,4228,160,0,0,0,0
0x4F80ED2D0c29e6B8906595311BB2024724dd9a87,45093,69148,267,18,18,68,22,315,0.6759166718,5120,37,0,0,0,0
0x2D81234118CD8Bc4B66ce17eCbfB298e695706a7,442621,501414,267,7,7,35,23,344,0.7381439209,6856,172,0,0,0,0
0x2cc09ba986f7ba91b301e7bf423fba9b08383f91,135902,150557,267,31,31,167,20,387,0.7381439209,7043,256,0,0,0,0
0x2a1d00e2c45CfED373667940B292a13e142cDfB0,44958,66249,267,6,6,31,18,419,0.8990764618,1652,142,0,0,0,0
0x3e12AE972a1531d5Dd939d62DbBCf60Daf3F5Ef2,55247,65211,267,82,82,390,30,591,1.127243042,4823,288,0,0,0,0
0x2df816710cd7ed473718bf0da9a8fdc4e982a130,43544,54505,267,10,10,55,30,606,1.155853271,4803,256,0,0,0,0
0x0458a0bde240062f84cdb3e2c45624d71d2bb457,54105,66577,267,105,105,423,30,627,1.195907593,4969,372,0,0,0,0
0x2a54341574Fe20435060935de2C28B7e342Bce00,47322,59556,267,4,4,21,57,706,1.346588135,7727,401,0,0,0,0
0x4c0101dc4b02d00eead6c81e417ae0a5f46b64d1,47984,56277,267,3,3,26,51,813,1.744508743,7136,263,0,0,0,0
0x3C7291E3D754A6B08e9c2bF02eB7380e66fd2fF3,82640,96908,267,11,11,50,24,992,2.128601074,7324,320,0,0,0,0
0x4c8c30dd8fe59848a67942880e3a7c2fba2785ea,45477,63531,267,170,170,608,30,1237,2.654314041,3769,186,0,0,0,0
0x3d92c30F5FdbDA240e1a97974B75eba821A418e7,45782,56037,268,16,16,71,23,26,0.04959106445,3845,302,0,0,0,0
0x4FeE0af6bE6420cCB85B9dD69F3B7D18EC2f4604,46573,67835,268,50,50,211,60,27,0.05149841309,7432,352,0,0,0,0
0x2BB03Bb4fa702baf02e9690820dD6632Fd40332f,169142,201581,268,27,27,101,22,26,0.05578994751,6644,194,0,0,0,0
0x3FBABdDdbf3d39E90e5320096e2D4520FA7E8A8a,90937,100030,268,1,1,2,5,33,0.06294250488,727,80,0,0,0,0
0x2b5f6f2be88490cdd1cbd35d33519e0d036aadff,67269,95234,268,138,138,629,20,306,0.07518434525,4120,192,0,0,0,0
0x04b5631815d0922E17fe79F26281Ac64f23B9C44,47376,52840,268,35,35,136,21,1093,0.08837914467,4137,112,0,0,0,0
0x2e868299fA38795C0aC9111130a64f31939Ff192,47649,73523,268,30,30,118,30,591,0.08904576302,4809,320,0,0,0,0
0x1b627540ab32e771cd50b19AEb50a90fFf8b672c,158752,174627,268,1,1,483,14,51,0.1094341278,4872,221,0,0,0,0
0x2c3B178013E839780FD7c21b01f88234De565D32,61652,93450,268,17,17,210,38,53,0.1137256622,4885,262,0,0,0,0
0x3e68945a4aa977ab796dc0b25a483fdfcc5c9cca,98801,113921,268,52,52,188,22,330,0.1170086861,4326,202,0,0,0,0
0x03317716bF9b6C49699F038E7C7b4B33a8FFD79b,41696,48223,268,9,9,61,33,589,0.1420297623,5208,270,0,0,0,0
0x2f230d7b12e2b005a12661008d6370fdd9bc26e9,35070,55477,268,8,8,53,41,1052,0.3182444572,7326,230,0,0,0,0
0x3e4da875426142d8c435275ddeda2b6c2f51e604,172377,203518,268,22,22,102,17,373,0.3508319855,7457,200,0,0,0,0
0x2bf1417fb79776de57960376bedb030f5c516e9c,618366,692912,268,5,5,32,17,360,0.6866455078,4289,200,0,0,0,0
0x4CBAD694D489cFda502fCA5945c7Cf89220189Eb,45506,73375,268,43,43,201,23,320,0.6866455078,4436,186,0,0,0,0
0x3e0ee955f8f0f61b5854bbe10c1c777968742bb8,977832,1080862,268,3,3,27,17,367,0.6999969482,6082,252,0,0,0,0
0x3e2E42ba98A3AAd34C28e62c6D4FE0c12d9253F1,217648,240586,268,16,16,84,23,346,0.7424354553,4510,222,0,0,0,0
0x04eb67658b82618a967bf7f0e549698bb4e4810e,45102,59285,268,68,68,216,62,1601,0.8837454319,7314,326,0,0,0,0
0x2f298dc35f0373a21e3cf9a9e1eb2998ac46dd9b,46184,61089,268,91,91,337,28,593,0.9896755219,7630,332,0,0,0,0
0x3dFeA0417Bb17C22Ffed5e6355AeeAeCD1C9d774,45102,55113,268,97,97,429,30,584,1.113891602,4802,256,0,0,0,0
0x02c3c3ea2b6967fa51f47608be0e0791c16b8d10,40835,53581,268,17,17,111,28,589,1.123428345,4646,302,0,0,0,0
0x0208ff78F781eB78b5b876ECDD6DC00Cc6974Ef3,41437,63733,268,8,8,42,29,613,1.169204712,4808,352,0,0,0,0
0x3d2e85f06d46d2e949297bee643d4f2f569423cb,46626,63844,268,3,3,16,30,579,1.242399216,4781,320,0,0,0,0
0x3ce5f651587c63368d625793a2e3bdf7778e18fb,42758,51138,268,18,18,71,30,597,1.281023026,4838,256,0,0,0,0
0x4d21c6bc6c899feb2d3dc05b76b52aabf3217f1b,58268,76257,268,347,347,1581,80,912,1.522064209,11811,802,0,0,0,0
0x04b6f6956fb60c0a95d02c99095f0576e8839117,45255,72103,268,47,47,229,61,781,1.675844193,7655,365,0,0,0,0
0x027Fe9c167423Fec7FB0CF63d473f02a91BA48D0,41678,68082,268,9,9,57,31,590,1.68800354,5080,372,0,0,0,0
0x2be14fA0B1Bf60fF98BA92134452b260dAEBFD80,65915,92243,268,83,83,408,37,869,1.864671707,5662,410,0,0,0,0
0x2f8c761657d840f58acaabe8e370c2c2aeb5060b,44637,63016,268,19,19,109,45,896,1.922607422,5640,410,0,0,0,0
0x2c95d1d282ba930e4658790a60ea55a0bca46def,45790,69226,268,22,22,81,42,1088,2.075195313,4637,179,0,0,0,0
0x03792bdb8c9f66c9c1cdc8291161e0d121d08ca4,56241,69702,268,54,54,279,64,1022,2.192974091,8941,842,0,0,0,0
0x3cfb2019b1595c27e87d7a598b4ff79aa0690a74,51986,73144,268,831,831,2890,67,1410,2.689361572,8185,496,0,0,0,0
0x4da7ad1f6bae52b9c98aa76d178ba4d6830827e7,41984,49201,268,6,6,28,58,1330,2.853870392,7635,582,0,0,0,0
0x4c980891d6323d510f4fca0e4ae12fbc888e03f9,44302,60356,268,23,23,87,62,1604,3.059387207,7332,368,0,0,0,0
0x042Be4B3Bb32D69c2e9c96468bec4DFC3509a0D4,49071,54368,268,997,997,3307,62,1601,3.435373306,11352,419,0,0,0,0
0x3d14841c95cad4ec0acd48d3622aea9e34396733,95776,125851,269,57,57,198,20,395,0.1165773869,6951,312,0,0,0,0
0x0379ebd0a31dd97ee11e3df411816aa8152e8d04,51747,79849,269,28,28,120,30,622,0.1290869713,7520,256,0,0,0,0
0x2fb74982f3203ea516839d8296fdf22dd101f4b4,53951,79822,269,201,201,747,30,594,0.1302266121,7548,362,0,0,0,0
0x2e2765449db48b2f31eb584f39074f6545056d72,45103,54077,269,7,7,45,31,603,0.2168536186,7758,296,0,0,0,0
0x04324b7996da1111c0d20e7c2534f56401eb4a60,43604,69972,269,48,48,204,30,582,0.3001961708,7771,256,0,0,0,0
0x4c0d9d54424ad38395bd4f26192935e7a31f20ae,85090,98351,269,7,7,44,38,1183,0.4342050552,10419,480,0,0,0,0
0x4C82649c190Ad1D8b98dcbE17f1826d2F3855862,75008,89520,269,111,111,409,110,1,0.4399852753,17117,1452,0,0,0,0
0x2f4d19274f7948b33a1f9ef8aa1eaf3f557b9fec,49061,76866,269,695,695,2630,62,1618,0.4650511742,11415,462,0,0,0,0
0x4efa2b5e29dc069baa1b7b4259a2e1e419ca78f1,116541,139519,269,39,39,187,20,291,0.6244182587,4119,167,0,0,0,0
0x03E638183bDE022F8155916f349F1E7c79e6244a,196830,219373,269,18,18,108,21,312,0.6694793701,4208,192,0,0,0,0
0x4CCFd10e0D2d50a8F889E8443a912D1Ec5A26Ea9,120386,133253,269,33,33,186,21,318,0.6823539734,4227,176,0,0,0,0
0x4c3249bad08c2d1da5a288f498d35e9cc9176830,258449,300549,269,13,13,83,20,385,0.7343292236,4516,248,0,0,0,0
0x2e295f5270ea8516b483dd35da33a2887b55569c,99114,113532,269,53,53,351,20,384,0.8239746094,4462,248,0,0,0,0
0x3D616b533699Dc1F8E849FCC752Ad35d6bfEFdE2,57275,65044,269,2,2,7,23,478,0.9117126465,4151,162,0,0,0,0
0x0330c57d2916Bb8241a186D871Cd1aE47D5ee85a,595875,656669,269,5,5,25,23,351,1.087903976,6876,172,0,0,0,0
0x4d45ee0a0660a6ca3d876149ad57bef7f2954b90,39644,63280,269,14,14,53,29,599,1.142501831,7494,352,0,0,0,0
0x2d3b62a8b756103e417d161c20e97e76ed5ef0c2,114511,143754,269,4,4,21,16,451,1.182794571,4985,248,0,0,0,0
0x2cb8c1880256fb76B47584052f6f81B43E19788F,50003,74719,269,121,121,449,30,660,1.258850098,4780,288,0,0,0,0
0x2A6B13cAf17e6F3F4c5ED1faBED400ba2D965636,46606,59177,269,92,92,506,30,593,1.272439957,4976,256,0,0,0,0
0x3ce71a9216fcf399d071fc64a308d876132b9577,41587,69763,269,22,22,131,30,596,1.278877258,4800,352,0,0,0,0
0x047a68fc8aaa9109346c726c696986f4b5792658,64044,83095,269,965,965,3511,14,701,1.337051392,4415,257,0,0,0,0
0x02dd09f9B695dd87c1215b23c6105412606E8b94,45159,72550,269,16,16,108,32,720,1.373291016,4666,224,0,0,0,0
0x3ec6a87298705f714Fa9926dB3cD5dc1B39CFEC2,46379,62383,269,59,59,201,23,550,1.442432404,3683,200,0,0,0,0
0x2ec0fedd9d7ff9b1be56cc4647e0d87a80fb4734,45387,68161,269,21,21,105,30,580,1.797676086,4803,329,0,0,0,0
0x3cc78030f139a23a1d5e27fb96d91b9cf471397f,47590,69804,269,4,4,18,31,1325,2.527236938,6693,472,0,0,0,0
0x2B944db329CF0256b362307935F9Dd6357c06B6e,46239,57526,269,51,51,318,52,1233,2.645730972,6835,440,0,0,0,0
0x02f82f30c8d45373619ba39344304731785b704a,132252,149044,269,4,4,20,38,911,2.823591232,8439,158,0,0,0,0
0x04f033bded031ac15fcd00f14231b48343ce516a,39152,51646,269,8,8,50,35,1437,3.083467484,7420,34,0,0,0,0
0x4c6cedf93a6c7572516b503f122eb1cfc0955037,262931,293856,269,461,461,1561,69,2154,4.108428955,11488,680,0,0,0,0
0x3CAF97B4D97276d75185aaF1DCf3A2A8755AFe27,24063,30979,270,3,3,23,5,52,0.004253387451,970,95,0,0,0,0
0x2F81dc8ecF9fe85e17b90F29B82B4B1D09dF888d,53518,61496,270,310,310,1343,23,26,0.04959106445,4433,176,0,0,0,0
0x2aca5710381772e75390e5c6f00da487debefc91,82176,116876,270,82,82,435,14,308,0.06473660469,5485,116,0,0,0,0
0x1a3cf7e0b06d1fc12c075f5bbb3cbcb669d3a3bd,21055,23160,270,1,1,8,6,53,0.1010894775,5621,39,0,0,0,0
0x2d5b237a228e2a300d33e53e01375ae0974f4117,142721,180122,270,35,35,181,21,402,0.1029930115,6827,264,0,0,0,0
0x3D9FF5A816dad791a5a9fcC458652E74204031BB,97662,120394,270,75,75,368,20,346,0.1293141842,7029,221,0,0,0,0
0x3c8fb756631A6815Aa797D8404749d2cB43Ac7d7,54105,60522,270,3,3,19,54,71,0.1354217529,9850,228,0,0,0,0
0x2f0a8Ca1b6Ee88e32CbEBaF0f1e2e03268C26638,299682,337351,270,46,46,253,33,629,0.1367211342,5531,372,0,0,0,0
0x2CE8bc7Eaf56599Bd32d32277905560AdD1c5E79,62112,70761,270,27,27,128,45,645,0.1730446815,5603,293,0,0,0,0
0x0261793374Aac3dCb011b6aa85a89Ea5994cE81b,46695,79069,270,246,246,924,34,887,0.2080171108,8215,256,0,0,0,0
0x3EA29Bf87EDdB5578d1A4b633fcC95a9C38C8f32,45348,63118,270,64,64,282,25,1128,0.210672617,3402,202,0,0,0,0
0x3f11f1f2184ad4d3829648ffe9edf099b33a8f5d,64077,92370,270,159,159,530,20,386,0.2878303528,6898,228,0,0,0,0
0x02a53a3f70a01CF10e5b942073D37B8d51D4415b,49155,55982,270,2,2,7,52,935,0.2984695435,10224,312,0,0,0,0
0x2efCa5D16496092b61Ca45045051830ef70Ec471,69936,88732,270,113,113,433,17,362,0.6041526794,3944,212,0,0,0,0
0x3dc07da194cf729af1d599fbfdab979e1ad4a57d,41278,49506,270,2,2,11,17,361,0.6885528564,4023,41,0,0,0,0
0x2db691c1543b5b7029ec644b2200e1bb425959f7,54426,62911,270,379,379,1692,20,378,0.7209777832,6790,332,0,0,0,0
0x2c0e7599bfd0a2ed0e9206c3f33f81ccda02b8f2,84187,103567,270,77,77,351,18,385,0.7343292236,4207,242,0,0,0,0
0x3d01a8b3beb9b561b6f4f46cee3fc0a1ff7c1499,46195,60270,270,20,20,101,30,609,1.016378403,4955,270,0,0,0,0
0x2bc361e1e5205505b5b36901a1877e847fb3f16b,46633,63078,270,13,13,50,29,595,1.134872437,4721,352,0,0,0,0
0x4c7a0987e8b0bae517c4c40346c2d53bc382d216,37467,61495,270,9,9,57,30,398,1.138687134,4833,563,0,0,0,0
0x2d7a3accbe5f0402a9dd9657dae8281ac30fa1d4,49741,67225,270,867,867,4045,30,620,1.182556152,7651,338,0,0,0,0
0x3DEa5F6581e3B9Ab81454be87C867bf1e0d4066F,40665,61729,270,3,3,8,31,594,1.274585724,5113,312,0,0,0,0
0x4d683d3f21d33e4b9865bc2dc5fbacdd469b656a,42698,62258,270,12,12,54,30,594,1.274585724,7591,288,0,0,0,0
0x4e4fe34ad4d24d237b9906488e0916cd4a704a84,45710,63659,270,20,20,119,30,596,1.278877258,7581,320,0,0,0,0
0x2f5D75F4DDf86803c43CffE3E66EDFb08934598e,50696,80668,270,64,64,287,30,599,1.28531456,4763,288,0,0,0,0
0x2CE60975421d6701Dda959813B8e09F6743Ab3B1,61929,72241,270,10,10,57,21,917,1.967668533,3033,81,0,0,0,0
0x2f5516a1496eA09cE4Ae605E3F4B02041fd42400,46558,73574,270,139,139,504,62,1598,2.351108551,3225,34,0,0,0,0
0x3f32fe2b4f4c4cc19ac26a191a81c0634edc8b51,47239,51962,270,1,1,4,42,1216,2.60925293,9217,464,0,0,0,0
0x2e2de497b32069e8e0273ed3a7ed538e36451290,47406,55561,270,452,452,1504,52,1286,2.759456635,10385,352,0,0,0,0
0x2CfA5A7eaEe68869b4b3D04E5554460e6261A39e,48876,72201,270,17,17,94,34,896,2.777099609,5050,302,0,0,0,0
0x024db8665c2f63d5a48dd0c813701c7dc40eb404,112717,145995,270,106,106,349,65,1627,3.103256226,7961,368,0,0,0,0
0x2cC89d0a2d29865DFBaEa8106B0949d3fe5046ae,45168,56394,270,11,11,84,62,1615,3.465414047,11359,333,0,0,0,0
0x02A4238A63adA8D564375EcA383e4d518Be8E84B,32633,44846,271,3,3,16,20,26,0.05578994751,4475,275,0,0,0,0
0x2De2B2886507C816efCAb1aB76bc46f8bECc0722,190586,222107,271,19,19,94,23,26,0.05578994751,4394,212,0,0,0,0
0x03dc616c2fA2582e7a2abCCdef455181fB0D97E3,49226,79005,271,22,22,101,18,306,0.07227349281,2916,131,0,0,0,0
0x3f12DB19a954D7a99003D00aF7e01dB9A02BA01d,501890,573563,271,6,6,29,20,26,0.07421922684,3005,137,0,0,0,0
0x2E234923cA9918c0bC7bfde7BB02dbF5A8176a28,58669,82814,271,218,218,951,21,26,0.07438659668,4143,152,0,0,0,0
0x0a5c4879e9729be630448da7f31c5c4540121565,37917,41708,271,1,1,351,1,26,0.08058547974,2242,194,0,0,0,0
0x030203e826fe32a37f5219bb47fe33891b0917fe,43898,50276,271,28,28,157,30,585,0.1056790352,4795,256,0,0,0,0
0x2f473966904bbc7537080128b6f32a96d7838c9b,35832,56977,271,7,7,50,45,533,0.1322951317,6153,442,0,0,0,0
0x4eB52e7Fd340b6149990153Ff318e129F646437e,46654,67076,271,35,35,118,23,322,0.1490263939,6221,208,0,0,0,0
0x4ccfc8defb543a74a3595df5c5024d3a6d7c0b36,45340,71932,271,19,19,82,67,851,0.2212643623,9523,515,0,0,0,0
0x4d9573a9d6b614a27ec8c852a0805f6e496b5a1d,49035,60799,271,176,176,648,63,1438,0.3146831989,9256,529,0,0,0,0
0x2f2212e5a98540e77393b21dcf0ca6df06ac0bf6,74370,82104,271,98,98,466,20,384,0.732421875,6951,256,0,0,0,0
0x0305416d494995b81de13556a6977bb96d1b7abf,75603,105753,271,113,113,411,16,464,0.8850097656,4229,208,0,0,0,0
0x3c911a776965f9bd2552FA6b47B09047f24Cc58c,41115,54368,271,6,6,41,46,632,1.054763794,4388,242,0,0,0,0
0x0314da1f58297eb524500dbca8731b9b221618a2,63289,94184,271,181,181,979,20,386,1.104354858,6895,256,0,0,0,0
